entity_id,event_timestamp,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,internet_service,payment_method,churn
920,2024-04-17T05:00:00,24,61.42,1474.76,1,One-year,DSL,Bank transfer,0
921,2024-05-27T16:00:00,14,65.42,981.96,0,One-year,DSL,Mailed check,0
922,2024-04-25T16:00:00,63,84.69,5373.24,2,One-year,Fiber optic,Electronic check,0
923,2024-01-21T04:00:00,43,104.11,,0,One-year,No,Credit card,0
924,2024-04-27T11:00:00,34,38.16,1293.15,3,One-year,DSL,Electronic check,0
925,2024-03-17T20:00:00,48,43.74,2077.63,2,One-year,Fiber optic,Electronic check,0
926,2024-06-11T15:00:00,5,72.19,396.68,1,Two-year,DSL,Mailed check,0
927,2024-06-04T23:00:00,59,88.28,5211.98,3,Month-to-month,Fiber optic,Bank transfer,0
928,2024-03-06T23:00:00,49,70.29,3537.59,2,One-year,Fiber optic,Credit card,1
929,2024-04-21T08:00:00,56,116.45,6538.81,4,Month-to-month,Fiber optic,Credit card,0
930,2024-04-14T06:00:00,36,69.16,,0,One-year,DSL,Bank transfer,0
931,2024-06-05T09:00:00,17,46.03,696.59,1,Month-to-month,DSL,Bank transfer,0
932,2024-03-22T11:00:00,59,77.97,4620.89,1,One-year,Fiber optic,Electronic check,0
933,2024-03-29T02:00:00,64,39.49,2503.24,1,Two-year,DSL,Credit card,0
934,2024-05-24T13:00:00,48,49.01,2281.72,2,Month-to-month,No,Mailed check,0
935,2024-02-24T03:00:00,37,74.76,2729.61,1,Two-year,DSL,Electronic check,0
936,2024-04-02T20:00:00,21,96.22,2022.74,3,Month-to-month,Fiber optic,Bank transfer,0
937,2024-01-01T17:00:00,41,69.24,2803.87,2,One-year,DSL,Mailed check,0
938,2024-04-15T06:00:00,23,87.7,2009.86,0,Two-year,No,Credit card,0
939,2024-04-30T21:00:00,18,80.19,1422.94,2,Two-year,DSL,Mailed check,0
940,2024-02-21T10:00:00,50,74.31,3715.07,2,One-year,No,Mailed check,0
941,2024-01-18T00:00:00,4,39.11,120.06,5,Two-year,Fiber optic,Mailed check,1
942,2024-06-04T20:00:00,53,106.44,5650.37,2,One-year,Fiber optic,Electronic check,0
943,2024-02-01T03:00:00,57,67.04,3815.03,3,Two-year,No,Credit card,0
944,2024-03-25T20:00:00,15,91.64,1333.44,2,Month-to-month,Fiber optic,Mailed check,0
945,2024-02-05T04:00:00,63,94.76,5971.89,2,One-year,No,Bank transfer,0
946,2024-04-22T21:00:00,48,75.48,3577.3,1,Two-year,DSL,Bank transfer,0
947,2024-01-04T08:00:00,17,32.95,547.21,1,Month-to-month,No,Bank transfer,0
948,2024-05-08T10:00:00,67,59.4,4027.31,1,One-year,No,Mailed check,0
949,2024-02-22T07:00:00,63,84.13,5339.66,1,Two-year,DSL,Bank transfer,0
950,2024-04-03T21:00:00,16,84.3,1307.18,1,Two-year,DSL,Mailed check,0
951,2024-02-16T22:00:00,43,69.76,2982.5,2,Month-to-month,Fiber optic,Mailed check,0
952,2024-02-18T23:00:00,30,88.34,2776.73,1,Two-year,Fiber optic,Bank transfer,0
953,2024-01-19T06:00:00,17,71.3,1245.44,2,Two-year,DSL,Bank transfer,0
954,2024-01-29T23:00:00,61,38.13,2339.34,1,One-year,Fiber optic,Electronic check,0
955,2024-05-03T16:00:00,25,78.07,1896.22,2,One-year,Fiber optic,Mailed check,0
956,2024-01-29T05:00:00,34,106.46,3556.71,1,Two-year,No,Bank transfer,0
957,2024-01-28T07:00:00,66,65.99,4364.9,1,One-year,Fiber optic,Mailed check,0
958,2024-04-11T05:00:00,41,96.17,3958.71,3,Two-year,DSL,Bank transfer,0
959,2024-03-18T11:00:00,21,51.22,1019.26,2,Month-to-month,Fiber optic,Credit card,0
960,2024-04-13T01:00:00,46,102.58,4712.83,1,Two-year,Fiber optic,Credit card,1
961,2024-01-07T10:00:00,18,117.45,2115.16,1,Two-year,Fiber optic,Bank transfer,0
962,2024-05-02T23:00:00,26,99.34,2572.98,2,Month-to-month,DSL,Mailed check,0
963,2024-01-15T20:00:00,6,97.69,488.46,1,Two-year,No,Credit card,1
964,2024-04-15T04:00:00,57,112.21,6476.71,0,Month-to-month,No,Electronic check,0
965,2024-01-18T22:00:00,26,75.31,1916.8,2,One-year,No,Electronic check,0
966,2024-02-20T21:00:00,47,110.32,5201.9,2,One-year,DSL,Credit card,0
967,2024-01-09T16:00:00,3,32.31,63.85,3,Two-year,Fiber optic,Electronic check,0
968,2024-01-23T18:00:00,69,68.18,4663.27,3,Two-year,DSL,Mailed check,0
969,2024-06-14T18:00:00,25,94.69,2372.95,1,Two-year,DSL,Bank transfer,1
970,2024-03-23T13:00:00,56,108.72,6035.53,1,Two-year,Fiber optic,Electronic check,1
971,2024-01-07T17:00:00,42,72.3,3017.57,5,Month-to-month,DSL,Bank transfer,0
972,2024-02-11T13:00:00,17,73.09,1215.04,2,Month-to-month,No,Mailed check,0
973,2024-02-23T12:00:00,28,96.78,2810.82,1,One-year,DSL,Credit card,0
974,2024-02-23T03:00:00,26,38.97,1030.71,2,Month-to-month,No,Electronic check,0
975,2024-04-17T12:00:00,46,94.47,4332.34,3,Month-to-month,Fiber optic,Electronic check,1
976,2024-01-05T08:00:00,47,114.46,5409.34,3,Two-year,DSL,Credit card,0
977,2024-01-16T19:00:00,6,32.36,194.57,0,Month-to-month,DSL,Credit card,0
978,2024-06-20T05:00:00,38,55.91,2189.06,1,Month-to-month,DSL,Mailed check,0
979,2024-04-30T01:00:00,21,21.06,456.73,2,Month-to-month,DSL,Bank transfer,1
980,2024-02-27T02:00:00,53,22.74,1253.96,2,Month-to-month,DSL,Electronic check,0
981,2024-06-17T17:00:00,61,65.37,3895.56,3,One-year,Fiber optic,Bank transfer,0
982,2024-02-06T07:00:00,13,66.73,921.85,2,Month-to-month,No,Mailed check,0
983,2024-05-13T16:00:00,52,46.79,2404.65,1,One-year,Fiber optic,Credit card,0
984,2024-02-20T05:00:00,17,51.45,,1,Two-year,DSL,Credit card,0
985,2024-02-24T14:00:00,31,34.51,1041.14,1,Two-year,No,Credit card,0
986,2024-05-04T17:00:00,16,93.99,1562.34,2,Month-to-month,Fiber optic,Bank transfer,0
987,2024-04-27T03:00:00,44,95.85,4210.35,1,Two-year,DSL,Electronic check,0
988,2024-05-10T06:00:00,17,107.08,1907.34,1,Month-to-month,No,Mailed check,0
989,2024-05-15T05:00:00,3,38.27,112.74,3,Two-year,Fiber optic,Mailed check,0
990,2024-03-12T01:00:00,22,82.76,1759.7,1,Two-year,DSL,Credit card,0
991,2024-05-22T21:00:00,38,57.76,2143.07,1,Two-year,Fiber optic,Electronic check,0
992,2024-06-14T13:00:00,9,24.04,209.24,1,Month-to-month,DSL,Credit card,0
993,2024-02-06T21:00:00,45,25.19,1172.69,1,Two-year,No,Mailed check,0
994,2024-06-05T14:00:00,16,71.1,1128.43,3,One-year,Fiber optic,Electronic check,0
995,2024-06-26T15:00:00,44,107.27,4733.62,1,Two-year,Fiber optic,Credit card,0
996,2024-06-12T03:00:00,14,27.03,373.91,3,Two-year,Fiber optic,Credit card,0
997,2024-05-04T07:00:00,36,110.28,3941.68,1,One-year,DSL,Electronic check,0
998,2024-06-19T12:00:00,56,85.89,4775.39,0,Two-year,Fiber optic,Credit card,0
999,2024-04-22T14:00:00,13,76.71,1060.09,2,One-year,Fiber optic,Electronic check,0
1000,2024-03-25T03:00:00,52,100.94,5306.06,3,Two-year,DSL,Electronic check,0
1001,2024-06-11T08:00:00,4,92.36,391.8,3,One-year,DSL,Bank transfer,0
1002,2024-05-17T23:00:00,71,84.13,5942.22,3,One-year,DSL,Bank transfer,0
1003,2024-02-21T08:00:00,41,102.53,4268.06,1,One-year,No,Mailed check,0
1004,2024-06-28T20:00:00,44,100.2,4456.35,3,Month-to-month,DSL,Bank transfer,0
1005,2024-02-07T22:00:00,69,36.15,2479.73,0,Two-year,No,Credit card,0
1006,2024-02-27T14:00:00,18,111.97,2002.0,0,Two-year,Fiber optic,Electronic check,0
1007,2024-03-16T07:00:00,20,86.09,1713.1,2,Month-to-month,Fiber optic,Mailed check,1
1008,2024-04-09T23:00:00,62,103.47,6472.89,2,One-year,DSL,Credit card,0
1009,2024-06-28T07:00:00,47,99.95,4693.56,3,Two-year,DSL,Bank transfer,0
1010,2024-06-28T20:00:00,13,118.06,1582.69,2,One-year,DSL,Mailed check,0
1011,2024-01-15T11:00:00,29,65.46,1883.57,2,Month-to-month,DSL,Credit card,0
1012,2024-01-08T22:00:00,9,87.56,780.6,0,Two-year,Fiber optic,Bank transfer,0
1013,2024-05-18T21:00:00,18,118.59,2146.52,2,Two-year,No,Credit card,1
1014,2024-02-11T23:00:00,7,90.64,688.02,1,Month-to-month,No,Electronic check,0
1015,2024-04-07T22:00:00,23,103.25,2487.73,2,One-year,No,Credit card,0
1016,2024-02-21T07:00:00,24,27.78,687.9,2,One-year,DSL,Mailed check,0
1017,2024-01-25T05:00:00,11,52.65,,0,Two-year,DSL,Electronic check,0
1018,2024-02-14T06:00:00,2,18.48,0,1,Two-year,No,Bank transfer,0
1019,2024-04-23T00:00:00,69,40.27,2721.5,4,Month-to-month,No,Mailed check,0
1020,2024-02-12T03:00:00,16,100.33,1689.06,1,One-year,No,Mailed check,0
1021,2024-04-03T04:00:00,44,113.66,5057.82,1,Month-to-month,No,Electronic check,0
1022,2024-01-24T21:00:00,25,98.99,2447.42,0,Month-to-month,Fiber optic,Electronic check,0
1023,2024-04-06T02:00:00,69,71.21,4916.61,1,Month-to-month,Fiber optic,Credit card,0
1024,2024-01-11T06:00:00,42,75.25,3088.78,1,One-year,No,Electronic check,0
1025,2024-05-17T01:00:00,70,35.68,2491.5,0,One-year,Fiber optic,Mailed check,0
1026,2024-01-26T14:00:00,56,93.33,5240.92,1,One-year,No,Electronic check,0
1027,2024-01-02T07:00:00,41,25.44,1052.82,1,One-year,DSL,Electronic check,0
1028,2024-03-07T13:00:00,43,118.41,5124.22,4,Month-to-month,No,Mailed check,0
1029,2024-02-18T15:00:00,40,,1615.07,1,One-year,Fiber optic,Credit card,0
1030,2024-01-30T05:00:00,51,22.26,1078.86,1,Two-year,DSL,Electronic check,0
1031,2024-01-31T12:00:00,24,72.77,1787.21,3,One-year,Fiber optic,Bank transfer,1
1032,2024-02-28T01:00:00,12,74.58,966.22,1,Month-to-month,Fiber optic,Credit card,1
1033,2024-03-22T01:00:00,9,42.66,343.74,0,Two-year,DSL,Mailed check,0
1034,2024-02-09T09:00:00,44,105.67,4613.9,1,One-year,DSL,Electronic check,0
1035,2024-06-24T02:00:00,25,52.26,1304.46,3,Month-to-month,DSL,Bank transfer,1
1036,2024-01-01T18:00:00,22,91.86,2009.78,1,Month-to-month,No,Mailed check,1
1037,2024-06-06T12:00:00,16,105.41,1687.58,1,One-year,No,Credit card,0
1038,2024-03-14T20:00:00,63,80.49,5057.52,2,Month-to-month,Fiber optic,Bank transfer,0
1039,2024-05-18T07:00:00,50,119.91,6030.82,0,One-year,DSL,Electronic check,0
1040,2024-03-27T10:00:00,46,39.23,1772.21,2,One-year,Fiber optic,Credit card,0
1041,2024-05-20T13:00:00,68,39.0,2658.71,0,Two-year,No,Bank transfer,0
1042,2024-06-08T13:00:00,51,32.42,1685.27,0,Two-year,Fiber optic,Bank transfer,0
1043,2024-06-23T18:00:00,71,108.77,7659.43,2,Month-to-month,Fiber optic,Mailed check,0
1044,2024-06-05T16:00:00,26,33.37,768.45,1,Two-year,DSL,Credit card,0
1045,2024-02-08T06:00:00,13,98.27,1283.17,1,Month-to-month,Fiber optic,Bank transfer,0
1046,2024-02-08T05:00:00,41,77.51,3181.3,3,Month-to-month,No,Mailed check,0
1047,2024-04-07T15:00:00,53,34.14,1756.13,5,One-year,DSL,Electronic check,0
1048,2024-05-05T21:00:00,3,77.79,215.19,2,Two-year,DSL,Credit card,0
1049,2024-03-23T09:00:00,11,108.42,1217.06,1,Month-to-month,DSL,Mailed check,0
1050,2024-03-12T16:00:00,11,54.18,607.27,3,Month-to-month,Fiber optic,Bank transfer,0
1051,2024-06-17T14:00:00,41,110.39,4560.97,1,One-year,Fiber optic,Electronic check,0
1052,2024-01-10T22:00:00,5,31.33,168.51,3,One-year,DSL,Credit card,0
1053,2024-05-05T09:00:00,43,55.41,2224.07,2,One-year,No,Bank transfer,0
1054,2024-04-05T02:00:00,11,100.16,1089.2,3,Month-to-month,DSL,Mailed check,1
1055,2024-01-28T19:00:00,12,106.1,1281.41,3,Two-year,Fiber optic,Bank transfer,0
1056,2024-06-24T07:00:00,26,111.64,2903.14,1,Two-year,DSL,Electronic check,0
1057,2024-06-22T18:00:00,50,50.68,2478.11,0,One-year,No,Mailed check,0
1058,2024-05-27T06:00:00,24,69.77,1664.06,0,Month-to-month,Fiber optic,Mailed check,0
1059,2024-03-14T06:00:00,10,37.2,420.79,1,Two-year,Fiber optic,Credit card,0
1060,2024-03-29T23:00:00,31,72.12,2167.32,2,Month-to-month,DSL,Electronic check,1
1061,2024-04-02T22:00:00,56,26.16,1472.15,0,Two-year,No,Electronic check,0
1062,2024-05-05T10:00:00,9,76.06,605.52,2,One-year,Fiber optic,Credit card,0
1063,2024-02-06T23:00:00,30,77.9,2381.98,1,One-year,Fiber optic,Credit card,0
1064,2024-06-18T05:00:00,4,107.08,440.69,3,One-year,DSL,Credit card,0
1065,2024-05-20T08:00:00,28,27.67,752.66,1,One-year,DSL,Bank transfer,0
1066,2024-01-18T10:00:00,64,62.15,3995.59,1,Two-year,DSL,Bank transfer,0
1067,2024-03-20T21:00:00,19,41.99,882.37,1,One-year,No,Mailed check,0
1068,2024-05-01T02:00:00,17,72.02,,1,Two-year,DSL,Bank transfer,0
1069,2024-02-02T10:00:00,32,39.36,1242.72,4,Two-year,Fiber optic,Bank transfer,0
1070,2024-01-25T12:00:00,30,90.23,2739.26,2,Two-year,Fiber optic,Electronic check,0
1071,2024-04-03T01:00:00,11,71.98,687.32,2,One-year,DSL,Bank transfer,0
1072,2024-06-03T17:00:00,1,51.38,76.33,2,One-year,Fiber optic,Credit card,0
1073,2024-04-18T22:00:00,25,,2871.54,2,Two-year,Fiber optic,Mailed check,0
1074,2024-02-07T14:00:00,34,38.83,1305.65,1,Two-year,Fiber optic,Electronic check,0
1075,2024-03-23T00:00:00,57,95.36,5466.68,1,One-year,Fiber optic,Mailed check,0
1076,2024-06-14T10:00:00,71,66.66,4757.9,0,Two-year,Fiber optic,Electronic check,0
1077,2024-01-18T04:00:00,5,83.65,380.56,0,Two-year,DSL,Mailed check,0
1078,2024-05-06T12:00:00,31,27.37,923.59,1,Month-to-month,Fiber optic,Bank transfer,0
1079,2024-01-15T20:00:00,51,88.85,4510.68,0,Month-to-month,DSL,Bank transfer,0
1080,2024-03-23T12:00:00,29,66.83,1931.63,0,Month-to-month,DSL,Mailed check,0
1081,2024-05-29T15:00:00,3,70.05,,2,Month-to-month,No,Electronic check,1
1082,2024-04-05T16:00:00,48,69.93,3367.21,2,Month-to-month,No,Bank transfer,0
1083,2024-06-15T21:00:00,33,52.12,1701.89,0,One-year,Fiber optic,Electronic check,0
1084,2024-06-21T06:00:00,24,29.49,742.13,1,Month-to-month,DSL,Bank transfer,0
1085,2024-02-16T10:00:00,47,65.31,3047.94,2,Month-to-month,Fiber optic,Electronic check,0
1086,2024-03-14T21:00:00,50,91.44,4543.06,1,Month-to-month,Fiber optic,Credit card,0
1087,2024-02-25T20:00:00,14,108.21,1556.72,4,Two-year,DSL,Electronic check,1
1088,2024-04-26T06:00:00,48,25.76,1180.96,1,Month-to-month,DSL,Bank transfer,0
1089,2024-05-28T22:00:00,4,107.79,459.35,0,Two-year,DSL,Credit card,0
1090,2024-05-07T13:00:00,62,24.45,1503.07,1,One-year,No,Credit card,0
1091,2024-03-09T00:00:00,2,76.83,171.01,1,One-year,No,Credit card,1
1092,2024-06-28T15:00:00,25,41.95,1053.68,1,Two-year,DSL,Credit card,0
1093,2024-06-12T11:00:00,7,47.22,371.19,2,One-year,No,Mailed check,0
1094,2024-04-20T02:00:00,48,65.68,3177.87,1,Two-year,Fiber optic,Credit card,0
1095,2024-02-10T18:00:00,43,112.32,4796.34,3,Two-year,DSL,Bank transfer,0
1096,2024-05-20T21:00:00,27,102.12,2713.89,4,Two-year,DSL,Electronic check,0
1097,2024-06-25T03:00:00,43,67.9,2876.24,2,One-year,DSL,Bank transfer,0
1098,2024-01-19T22:00:00,20,103.1,2146.65,1,Month-to-month,No,Electronic check,0
1099,2024-02-17T21:00:00,52,48.89,2560.34,1,Month-to-month,DSL,Bank transfer,0
1100,2024-04-05T06:00:00,16,61.04,1045.62,1,Two-year,No,Bank transfer,0
1101,2024-04-08T17:00:00,62,82.79,5070.19,2,One-year,No,Credit card,0
1102,2024-01-22T07:00:00,45,114.81,5124.73,4,Month-to-month,Fiber optic,Bank transfer,0
1103,2024-04-15T03:00:00,13,64.38,,1,One-year,No,Credit card,0
1104,2024-05-17T20:00:00,4,113.42,416.52,2,Two-year,No,Credit card,0
1105,2024-06-24T04:00:00,16,89.22,1319.86,1,One-year,No,Bank transfer,0
1106,2024-01-12T09:00:00,62,67.6,4197.23,0,Two-year,No,Mailed check,0
1107,2024-04-03T22:00:00,64,41.33,2572.1,1,Month-to-month,DSL,Electronic check,0
1108,2024-06-28T13:00:00,48,82.75,3998.46,0,One-year,DSL,Bank transfer,0
1109,2024-06-19T06:00:00,46,66.41,3017.57,1,Month-to-month,DSL,Electronic check,0
1110,2024-02-07T09:00:00,48,74.85,3591.13,3,Month-to-month,No,Electronic check,0
1111,2024-02-05T10:00:00,2,55.93,104.05,1,Two-year,DSL,Bank transfer,0
1112,2024-02-02T16:00:00,28,37.24,1042.22,2,One-year,No,Electronic check,0
1113,2024-04-14T01:00:00,62,70.37,4427.35,1,Two-year,Fiber optic,Mailed check,0
1114,2024-06-04T07:00:00,42,97.62,4094.91,0,Two-year,No,Bank transfer,0
1115,2024-01-20T13:00:00,66,108.65,7119.9,0,Two-year,No,Bank transfer,0
1116,2024-03-28T09:00:00,11,89.86,921.82,2,One-year,Fiber optic,Bank transfer,0
1117,2024-01-24T22:00:00,40,105.25,4153.19,3,Two-year,No,Mailed check,0
1118,2024-06-01T16:00:00,67,80.87,5429.16,0,Two-year,Fiber optic,Bank transfer,0
1119,2024-06-20T21:00:00,42,110.54,4600.32,2,One-year,Fiber optic,Bank transfer,0
1120,2024-04-28T18:00:00,18,99.83,1778.29,1,Two-year,Fiber optic,Bank transfer,0
1121,2024-05-03T22:00:00,38,83.14,3183.57,1,Two-year,Fiber optic,Bank transfer,0
1122,2024-02-18T08:00:00,69,52.82,3729.51,1,Month-to-month,Fiber optic,Credit card,1
1123,2024-05-01T13:00:00,71,77.53,5493.66,0,Month-to-month,Fiber optic,Credit card,0
1124,2024-03-09T04:00:00,24,30.54,796.76,2,Month-to-month,Fiber optic,Electronic check,0
1125,2024-03-02T07:00:00,55,38.9,2189.65,0,One-year,No,Bank transfer,0
1126,2024-02-13T12:00:00,35,112.64,3901.6,1,Month-to-month,No,Bank transfer,0
1127,2024-04-27T19:00:00,21,27.3,564.99,1,Month-to-month,DSL,Credit card,0
1128,2024-06-02T12:00:00,29,46.51,1210.34,0,Two-year,Fiber optic,Credit card,0
1129,2024-05-14T10:00:00,11,59.67,629.56,3,One-year,DSL,Credit card,0
1130,2024-04-13T06:00:00,50,103.5,5184.82,2,Two-year,No,Credit card,0
1131,2024-01-06T12:00:00,36,43.37,1552.16,2,Two-year,DSL,Electronic check,0
1132,2024-03-07T15:00:00,3,68.08,239.29,2,One-year,Fiber optic,Mailed check,0
1133,2024-05-14T08:00:00,67,79.11,5336.05,3,Month-to-month,DSL,Electronic check,0
1134,2024-01-24T19:00:00,56,46.41,2509.08,1,One-year,DSL,Electronic check,0
1135,2024-01-26T08:00:00,23,47.4,1038.66,0,Month-to-month,DSL,Electronic check,0
1136,2024-01-03T10:00:00,16,97.46,1569.11,1,Month-to-month,DSL,Mailed check,0
1137,2024-06-04T11:00:00,66,100.96,6557.24,1,One-year,DSL,Mailed check,0
1138,2024-02-04T00:00:00,32,64.4,2060.19,2,Two-year,DSL,Electronic check,0
1139,2024-05-27T22:00:00,63,87.11,5438.59,1,Two-year,No,Bank transfer,0
1140,2024-06-02T11:00:00,33,71.39,2394.13,1,One-year,DSL,Electronic check,0
1141,2024-02-05T20:00:00,53,57.02,3018.69,2,Two-year,DSL,Credit card,0
1142,2024-04-05T06:00:00,19,19.67,384.19,1,One-year,Fiber optic,Credit card,0
1143,2024-04-08T20:00:00,7,43.03,344.83,0,One-year,DSL,Bank transfer,0
1144,2024-03-20T16:00:00,38,54.19,2115.84,3,One-year,DSL,Bank transfer,0
1145,2024-04-27T11:00:00,19,93.92,1768.21,2,One-year,Fiber optic,Bank transfer,0
1146,2024-02-09T12:00:00,7,99.72,691.41,3,Two-year,DSL,Electronic check,0
1147,2024-02-04T06:00:00,35,32.68,1146.31,1,Month-to-month,DSL,Electronic check,0
1148,2024-05-03T02:00:00,20,61.54,1197.84,2,Month-to-month,DSL,Electronic check,0
1149,2024-03-24T16:00:00,22,112.33,2450.86,4,One-year,No,Bank transfer,0
1150,2024-05-10T09:00:00,67,87.63,5872.05,2,Month-to-month,Fiber optic,Credit card,0
1151,2024-03-04T14:00:00,52,23.23,1132.54,1,Two-year,DSL,Mailed check,0
1152,2024-02-11T19:00:00,70,69.6,4823.0,1,Two-year,Fiber optic,Bank transfer,0
1153,2024-04-04T03:00:00,9,97.05,888.75,1,One-year,Fiber optic,Electronic check,0
1154,2024-02-12T10:00:00,63,112.64,7088.66,1,One-year,DSL,Bank transfer,0
1155,2024-06-27T20:00:00,49,105.03,5163.19,1,One-year,Fiber optic,Electronic check,0
1156,2024-01-23T01:00:00,61,36.11,2214.96,0,One-year,No,Bank transfer,0
1157,2024-05-31T09:00:00,13,21.97,156.38,2,Month-to-month,Fiber optic,Credit card,0
1158,2024-02-27T22:00:00,37,32.14,1115.08,2,Two-year,No,Electronic check,0
1159,2024-03-01T09:00:00,44,85.83,3745.59,1,One-year,No,Credit card,0
1160,2024-04-24T04:00:00,60,33.17,1904.44,0,Month-to-month,DSL,Electronic check,0
1161,2024-02-23T15:00:00,43,88.15,3720.5,1,Two-year,No,Bank transfer,0
1162,2024-05-07T14:00:00,51,37.53,1875.99,0,Month-to-month,Fiber optic,Credit card,0
1163,2024-03-26T04:00:00,42,63.86,2715.33,5,Month-to-month,Fiber optic,Credit card,0
1164,2024-04-05T10:00:00,66,79.6,,4,Two-year,Fiber optic,Bank transfer,0
1165,2024-01-11T14:00:00,65,38.57,2552.28,2,One-year,No,Mailed check,0
1166,2024-01-17T15:00:00,38,72.96,2832.96,1,One-year,DSL,Credit card,0
1167,2024-01-10T07:00:00,60,111.24,6646.3,1,One-year,Fiber optic,Bank transfer,0
1168,2024-01-13T02:00:00,51,45.07,2275.69,1,One-year,DSL,Credit card,1
1169,2024-03-01T12:00:00,70,113.87,8071.09,5,Two-year,DSL,Bank transfer,0
1170,2024-05-02T00:00:00,70,84.92,5954.73,0,One-year,DSL,Bank transfer,0
1171,2024-03-14T09:00:00,34,35.24,1188.03,0,One-year,DSL,Mailed check,0
1172,2024-03-10T05:00:00,9,25.78,269.21,0,Month-to-month,DSL,Mailed check,0
1173,2024-04-09T06:00:00,16,69.05,1136.34,2,Month-to-month,Fiber optic,Electronic check,0
1174,2024-06-10T11:00:00,3,110.91,,4,One-year,DSL,Mailed check,1
1175,2024-06-27T02:00:00,56,28.56,1508.25,0,Month-to-month,No,Credit card,0
1176,2024-02-18T00:00:00,64,,4783.92,1,One-year,DSL,Electronic check,0
1177,2024-05-01T15:00:00,48,84.17,3957.95,2,Month-to-month,No,Electronic check,0
1178,2024-01-28T01:00:00,44,30.21,1377.49,3,Two-year,Fiber optic,Bank transfer,0
1179,2024-01-07T09:00:00,18,88.98,1677.95,4,One-year,Fiber optic,Bank transfer,0
1180,2024-02-01T05:00:00,18,113.0,1859.75,2,Month-to-month,Fiber optic,Bank transfer,0
1181,2024-06-17T09:00:00,11,41.61,441.8,3,Two-year,No,Bank transfer,0
1182,2024-01-25T18:00:00,6,49.81,,1,One-year,Fiber optic,Electronic check,0
1183,2024-02-17T20:00:00,6,65.86,354.99,1,Two-year,DSL,Electronic check,0
1184,2024-06-23T16:00:00,14,82.35,1200.76,0,Month-to-month,No,Mailed check,0
1185,2024-05-15T09:00:00,67,107.26,7114.74,2,One-year,DSL,Credit card,0
1186,2024-06-03T15:00:00,53,110.9,,1,Month-to-month,No,Credit card,0
1187,2024-01-12T23:00:00,25,94.17,2330.62,3,Two-year,DSL,Mailed check,0
1188,2024-06-27T00:00:00,28,46.21,1232.73,0,Month-to-month,No,Mailed check,0
1189,2024-02-21T20:00:00,58,32.73,1884.24,2,Two-year,No,Bank transfer,0
1190,2024-01-16T01:00:00,25,106.74,2581.89,4,One-year,DSL,Credit card,0
1191,2024-03-30T09:00:00,27,60.17,1644.82,1,Month-to-month,Fiber optic,Electronic check,0
1192,2024-06-14T15:00:00,36,103.63,3712.0,2,One-year,DSL,Electronic check,0
1193,2024-01-06T02:00:00,71,69.99,4991.36,3,Two-year,No,Bank transfer,0
1194,2024-05-15T00:00:00,31,,3390.36,1,Two-year,No,Mailed check,0
1195,2024-03-10T18:00:00,71,60.81,4286.43,0,Two-year,Fiber optic,Credit card,0
1196,2024-04-01T15:00:00,46,27.8,1326.9,1,Month-to-month,Fiber optic,Electronic check,0
1197,2024-01-12T06:00:00,64,41.21,2646.22,0,Two-year,DSL,Mailed check,0
1198,2024-03-06T00:00:00,10,28.47,282.3,3,Month-to-month,DSL,Bank transfer,1
1199,2024-03-05T19:00:00,36,83.59,3090.62,0,Month-to-month,No,Electronic check,0
1200,2024-03-25T03:00:00,31,22.51,630.31,3,Month-to-month,Fiber optic,Mailed check,0
1201,2024-02-19T05:00:00,36,18.01,609.75,2,Two-year,DSL,Electronic check,0
1202,2024-01-16T21:00:00,6,92.71,446.03,0,Month-to-month,DSL,Mailed check,0
1203,2024-02-10T15:00:00,5,30.02,178.88,2,Two-year,Fiber optic,Mailed check,0
1204,2024-01-28T13:00:00,5,72.37,344.15,2,Month-to-month,DSL,Electronic check,1
1205,2024-06-01T17:00:00,35,90.8,3154.56,4,One-year,Fiber optic,Mailed check,0
1206,2024-01-06T06:00:00,58,61.34,3456.66,2,One-year,No,Mailed check,0
1207,2024-04-11T20:00:00,69,65.42,4569.47,1,Month-to-month,DSL,Electronic check,0
1208,2024-05-10T19:00:00,18,23.39,456.74,0,Month-to-month,DSL,Mailed check,0
1209,2024-02-22T04:00:00,69,74.33,5095.79,1,Month-to-month,DSL,Electronic check,0
1210,2024-03-23T14:00:00,12,70.83,902.58,1,Two-year,No,Electronic check,0
1211,2024-02-18T15:00:00,44,21.06,935.09,4,Month-to-month,No,Electronic check,0
1212,2024-03-31T10:00:00,69,84.05,5712.85,0,Two-year,No,Electronic check,0
1213,2024-05-13T02:00:00,65,83.85,5450.87,0,Month-to-month,No,Credit card,0
1214,2024-06-02T01:00:00,37,69.14,,2,Two-year,Fiber optic,Credit card,1
1215,2024-03-01T13:00:00,32,56.55,1795.52,1,Month-to-month,Fiber optic,Credit card,0
1216,2024-05-21T22:00:00,30,119.05,3555.19,1,One-year,DSL,Credit card,0
1217,2024-01-16T08:00:00,53,39.21,1994.95,3,Two-year,No,Mailed check,0
1218,2024-05-01T15:00:00,51,43.79,2285.94,4,Two-year,Fiber optic,Mailed check,0
1219,2024-02-06T22:00:00,25,56.56,1419.33,0,One-year,DSL,Mailed check,0
1220,2024-04-17T22:00:00,22,71.22,1505.78,2,One-year,DSL,Electronic check,0
1221,2024-06-10T12:00:00,68,61.95,4313.59,1,Month-to-month,Fiber optic,Bank transfer,0
